host_response_time,host_response_rate,host_neighbourhood,host_listings_count,neighbourhood,city,state,zipcode,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,security_deposit,cleaning_fee,extra_people,minimum_nights,maximum_nights,number_of_reviews,review_scores_rating,reviews_per_month,price
within a day,86%,,4.0,Grajaú,Rio de Janeiro,Rio de Janeiro,,-22.92093,-43.26721,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,,,$0.00,2,1125,1,100.0,0.03,93.0
within an hour,100%,Copacabana,19.0,Barra da Tijuca,Barra da Tijuca,Rio de Janeiro,22631-000,-23.00519,-43.31878,Serviced apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"$1,000.00",$150.00,$0.00,2,90,3,93.0,0.19,191.0
within a few hours,100%,Copacabana,1.0,Copacabana,Rio de Janeiro,Rio de Janeiro,22021-020,-22.964370000000002,-43.178129999999996,Apartment,Private room,2,2.0,1.0,1.0,Real Bed,,,$45.00,2,30,68,99.0,2.08,151.0
within a day,88%,,4.0,,Rio de Janeiro,RJ,22531340,-22.96337,-43.29076,Cottage,Entire home/apt,8,5.0,4.0,6.0,Real Bed,$500.00,$150.00,$0.00,1,1125,2,100.0,0.35,6002.0
,,Flamengo,1.0,Flamengo,Flamengo,Rio de Janeiro,22230-001,-22.93979,-43.17593,Apartment,Entire home/apt,5,2.0,2.0,3.0,Real Bed,$0.00,$120.00,$0.00,3,1125,1,100.0,0.28,401.0
within an hour,100%,,2.0,Copacabana,Copacabana,Rio de Janeiro,22051-011,-22.97225,-43.18927,Apartment,Entire home/apt,6,2.0,2.0,3.0,Real Bed,,$150.00,$0.00,2,30,1,100.0,0.18,452.0
within an hour,100%,,1.0,Pilares,Rio,Rio de Janeiro,20760-150,-22.88223,-43.28948,Condominium,Entire home/apt,3,1.0,2.0,2.0,Real Bed,$500.00,$190.00,$20.00,1,30,10,90.0,0.29,69.0
,,Copacabana,1.0,Copacabana,Rio de Janeiro,Rio de Janeiro,22071-020,-22.97777,-43.192009999999996,Apartment,Entire home/apt,5,1.0,1.0,2.0,Real Bed,$400.00,$120.00,$30.00,3,90,1,100.0,0.02,131.0
,,Maracanã,1.0,Maracanã,Rio de Janeiro,Rio de Janeiro,20270,-22.91114,-43.21829,Apartment,Private room,2,2.0,1.0,1.0,Real Bed,$750.00,$150.00,$80.00,2,60,2,100.0,0.06,151.0
within an hour,100%,Ipanema,2.0,Catete,Catete,Rio de Janeiro,22221-030,-22.92793,-43.17904,Townhouse,Entire home/apt,4,1.5,2.0,2.0,Real Bed,,,$0.00,15,61,2,100.0,0.36,239.0
within an hour,100%,Copacabana,2.0,Copacabana,Rio de Janeiro,Rio de Janeiro,22050-011,-22.97336,-43.187329999999996,Apartment,Private room,4,2.0,2.0,4.0,Real Bed,,$148.00,$0.00,1,5,25,97.0,0.96,154.0
,,Copacabana,2.0,Copacabana,Copacabana,Rio de Janeiro,22011,-22.96416,-43.17954,Apartment,Entire home/apt,2,1.0,0.0,2.0,Real Bed,,$150.00,$0.00,3,1125,8,85.0,0.13,293.0
a few days or more,0%,Barra da Tijuca,1.0,Barra da Tijuca,Barra da Tijuca,Rio de Janeiro,22640-085,-23.0081,-43.32435,Apartment,Entire home/apt,5,2.0,2.0,3.0,Real Bed,$0.00,$160.00,$0.00,2,1125,1,100.0,0.05,648.0
within a day,70%,Barra da Tijuca,3.0,Barra da Tijuca,Rio de Janeiro,Rio de Janeiro,22621-140,-23.00921,-43.30777,Farm stay,Private room,2,1.0,1.0,1.0,Real Bed,,$50.00,$50.00,2,30,7,100.0,0.11,174.0
within a few hours,100%,Urca,1.0,Urca,Rio de Janeiro,Rio de Janeiro,22291-090,-22.947979999999998,-43.16205,House,Entire home/apt,7,2.0,2.0,4.0,Real Bed,$0.00,$170.00,$50.00,2,1125,12,100.0,0.49,401.0
within an hour,100%,Botafogo,3.0,Botafogo,Rio de Janeiro,Rio de Janeiro,22250-040,-22.94023,-43.17995,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,$600.00,$150.00,$0.00,3,90,182,96.0,2.31,108.0
within a few hours,100%,,1.0,,Rio de Janeiro,Rio de Janeiro,21932-385,-22.80379,-43.20276,Apartment,Entire home/apt,4,1.0,2.0,3.0,Real Bed,"$1,000.00",$150.00,$0.00,1,1125,12,93.0,0.42,181.0
within a few hours,100%,,1.0,Copacabana,Copacabana,Rio de Janeiro,22050-001,-22.9697,-43.18615,Apartment,Entire home/apt,4,1.0,1.0,3.0,Real Bed,$0.00,$100.00,$0.00,3,30,2,60.0,0.12,151.0
,,Copacabana,2.0,Leme,Rio de Janeiro,Rio de Janeiro,22010000,-22.963079999999998,-43.16659,Apartment,Entire home/apt,8,4.0,4.0,5.0,Real Bed,$0.00,$300.00,$0.00,3,1125,2,100.0,0.11,3999.0
,,Santa Teresa,3.0,Santa Teresa,Rio de Janeiro,Rio de Janeiro,20241-320,-22.91631,-43.18054,House,Private room,2,1.0,1.0,1.0,Real Bed,$283.00,$121.00,$36.00,2,1125,10,86.0,0.29,69.0
a few days or more,0%,Catete,1.0,Catete,Flamengo,Rio de Janeiro,22221,-22.92544,-43.17823,Apartment,Entire home/apt,3,1.0,0.0,2.0,Real Bed,$0.00,$70.00,$40.00,4,1125,3,100.0,0.28,100.0
,,,1.0,Recreio dos Bandeirantes,Rio de Janeiro,RJ,22785,-23.00558,-43.48295,Apartment,Entire home/apt,4,2.0,2.0,3.0,Real Bed,,$150.00,$0.00,7,1125,1,100.0,0.04,351.0
within a day,100%,Glória,4.0,Glória,Rio de Janeiro,Rio de Janeiro,22211-150,-22.92322,-43.17434,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,$325.00,$120.00,$50.00,14,730,16,87.0,0.18,151.0
within an hour,100%,Ipanema,2.0,Ipanema,Rio de Janeiro,Rio de Janeiro,22411,-22.982689999999998,-43.19807,Apartment,Entire home/apt,4,2.0,3.0,4.0,Real Bed,,$190.00,$125.00,3,21,14,98.0,0.41,452.0
within a day,100%,Copacabana,3.0,Copacabana,Rio de Janeiro,Rio de Janeiro,22011-010,-22.96406,-43.18071,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,$500.00,$150.00,$0.00,1,1125,5,92.0,0.08,282.0
within a few hours,100%,Ipanema,1.0,Ipanema,Rio,Rio de Janeiro,22421,-22.98334,-43.19865,Apartment,Entire home/apt,4,2.0,2.0,3.0,Real Bed,$324.00,$150.00,$50.00,4,365,61,97.0,0.97,255.0
,,Copacabana,1.0,Copacabana,Copacabana,Rio de Janeiro,22051-002,-22.97454,-43.19123,Apartment,Entire home/apt,4,1.0,1.0,3.0,Real Bed,$0.00,$150.00,$0.00,2,1125,12,100.0,0.58,151.0
within an hour,100%,,3.0,Botafogo,Rio de Janeiro,RJ,22271-110,-22.95342,-43.1892,Serviced apartment,Entire home/apt,4,1.0,0.0,2.0,Real Bed,,$90.00,$0.00,3,1125,8,100.0,2.24,170.0
within an hour,100%,Tijuca,7.0,Tijuca,Rio de Janeiro,State of Rio de Janeiro,,-22.92933,-43.23291,Apartment,Private room,2,2.0,1.0,1.0,Real Bed,"$1,000.00",$150.00,$100.00,1,1125,1,100.0,0.03,249.0
within a day,100%,Ipanema,8.0,Leblon,Leblon,Rio de Janeiro,22430-190,-22.98254,-43.223490000000005,Apartment,Entire home/apt,4,2.0,2.0,3.0,Real Bed,$0.00,$180.00,$0.00,3,15,12,98.0,2.14,401.0
within an hour,100%,,2.0,Barra da Tijuca,Rio de Janeiro,RJ,22620-170,-23.01553,-43.30234,Serviced apartment,Entire home/apt,3,1.0,1.0,2.0,Real Bed,,$150.00,$0.00,2,1125,23,97.0,0.88,301.0
within a few hours,100%,Copacabana,1.0,Copacabana,Copacabana,Rio de Janeiro,22040-002,-22.96828,-43.18704,Apartment,Entire home/apt,4,1.0,0.0,2.0,Real Bed,,$250.00,$250.00,6,1125,3,100.0,0.54,201.0
within an hour,100%,Santa Teresa,2.0,Santa Teresa,Rio de Janeiro,Rio de Janeiro,20240-090,-22.92216,-43.18969,House,Private room,2,1.0,1.0,1.0,Real Bed,,,$28.00,1,1125,4,100.0,0.12,89.0
,,Recreio dos Bandeirantes,2.0,Recreio dos Bandeirantes,"Rio de Janeiro, Recreio dos Bandeirantes",Rio de Janeiro,22790430,-23.01899,-43.476259999999996,Bed and breakfast,Private room,2,1.0,1.0,2.0,Real Bed,,,$0.00,1,1125,1,80.0,0.03,301.0
a few days or more,0%,,1.0,Barra da Tijuca,Rio de Janeiro,Rio de Janeiro,22775-130,-22.96903,-43.39204,Apartment,Entire home/apt,4,2.0,2.0,3.0,Real Bed,"$2,000.00",$150.00,$0.00,15,1125,1,100.0,0.05,401.0
within a few hours,100%,Copacabana,2.0,Copacabana,Rio de Janeiro,Rio de Janeiro,22020-001,-22.96783,-43.18287,Apartment,Entire home/apt,4,1.0,0.0,2.0,Real Bed,$350.00,$100.00,$35.00,7,1125,12,98.0,0.41,100.0
within a day,67%,Copacabana,4.0,Copacabana,Rio de Janeiro,Rio de Janeiro,22061-010,-22.975920000000002,-43.19014,Apartment,Entire home/apt,5,2.0,2.0,3.0,Real Bed,$0.00,$150.00,$150.00,3,60,7,100.0,0.17,459.0
within an hour,100%,Gávea,11.0,Copacabana,Rio de Janeiro,Rio de Janeiro,22020-001,-22.97867,-43.18992,Apartment,Entire home/apt,3,1.0,1.0,2.0,Real Bed,,$69.00,$0.00,1,1124,75,95.0,2.55,147.0
within a few hours,70%,Copacabana,4.0,Barra da Tijuca,Rio de Janeiro,RJ,22630-012,-23.010679999999997,-43.357929999999996,Apartment,Entire home/apt,4,2.0,2.0,2.0,Real Bed,,,$0.00,1,99999,6,80.0,0.34,579.0
within a day,75%,Copacabana,38.0,Ipanema,Rio de Janeiro,Rio de Janeiro,22421,-22.98183,-43.21066,Apartment,Entire home/apt,6,2.5,3.0,5.0,Real Bed,,$120.00,$0.00,5,1125,6,97.0,0.14,521.0
,,,1.0,Jardim Botânico,Humaitá,Rio de Janeiro,22261,-22.95838,-43.20452,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,$500.00,$90.00,$87.00,4,7,2,100.0,0.12,351.0
within an hour,100%,Copacabana,3.0,Copacabana,Copacabana,Rio de Janeiro,22050-012,-22.97127,-43.18712,Apartment,Private room,3,1.0,1.0,3.0,Real Bed,$0.00,$60.00,$50.00,3,90,4,100.0,0.26,120.0
within an hour,100%,,3.0,Copacabana,Rio de Janeiro,Rio de Janeiro,22040-020,-22.969089999999998,-43.18485,Loft,Entire home/apt,4,1.0,1.0,2.0,Real Bed,$500.00,$120.00,$80.00,3,30,57,98.0,1.24,127.0
,,,2.0,Copacabana,Rio de Janeiro,RJ,22081-010,-22.98152,-43.191109999999995,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,,$150.00,$150.00,3,1125,1,80.0,0.03,502.0
within an hour,95%,Copacabana,8.0,Copacabana,Rio de Janeiro,Rio de Janeiro,22070,-22.97325,-43.18578,Apartment,Entire home/apt,6,3.0,3.0,3.0,Real Bed,$500.00,$300.00,$50.00,3,1125,3,100.0,0.11,699.0
within a few hours,100%,Gávea,9.0,Gávea,Rio de Janeiro,Rio de Janeiro,22451,-22.98143,-43.23511,House,Private room,3,1.0,1.0,1.0,Real Bed,$400.00,$100.00,$25.00,1,1125,30,97.0,0.57,116.0
within an hour,100%,Leblon,7.0,Leblon,Leblon,Rio de Janeiro,22430-220,-22.98401,-43.223,Apartment,Entire home/apt,4,2.0,1.0,2.0,Real Bed,$0.00,$149.00,$0.00,1,1125,111,98.0,2.8,297.0
within an hour,100%,Copacabana,1.0,Copacabana,Rio de Janeiro,Rio de Janeiro,22020-001,-22.97008,-43.18699,Condominium,Entire home/apt,5,1.0,1.0,3.0,Real Bed,$637.00,$328.00,$135.00,1,365,4,95.0,0.13,193.0
,,Leblon,1.0,Leblon,Leblon,Rio de Janeiro,22440-050,-22.98433,-43.22807,Loft,Entire home/apt,4,1.0,1.0,2.0,Real Bed,"$1,000.00",$185.00,$0.00,28,1125,2,100.0,0.35,3501.0
within a few hours,100%,,1.0,Glória,Rio de Janeiro,RJ,20241-220,-22.92087,-43.1789,Apartment,Entire home/apt,4,1.5,1.0,2.0,Real Bed,$500.00,,$40.00,2,1125,21,100.0,0.6,232.0
within a few hours,100%,Laranjeiras,2.0,Barra da Tijuca,Rio de Janeiro,RJ,22630-012,-23.009,-43.35418,Serviced apartment,Entire home/apt,4,2.0,2.0,3.0,Real Bed,"$1,000.00",$200.00,$0.00,2,60,59,97.0,1.38,401.0
,,Vila Isabel,1.0,Grajaú,Rio de Janeiro,Rio de Janeiro,20560-001,-22.92052,-43.25391,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,,$135.00,$69.00,1,30,1,100.0,0.03,77.0
,,Copacabana,1.0,Copacabana,Rio de Janeiro,Rio de Janeiro,22070-011,-22.98614,-43.19059,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,$500.00,$200.00,$150.00,2,1125,10,96.0,0.24,152.0
,,Botafogo,4.0,Botafogo,Rio de Janeiro,Rio de Janeiro,22251-020,-22.94195,-43.1883,Bed and breakfast,Private room,3,,1.0,3.0,Real Bed,,,$270.00,3,90,2,100.0,0.02,579.0
,,Botafogo,1.0,Botafogo,Botafogo,Rio de Janeiro,22260,-22.94902,-43.18581,Apartment,Entire home/apt,4,1.0,2.0,4.0,Real Bed,"$2,000.00",$200.00,$100.00,5,1125,2,90.0,0.12,151.0
within an hour,100%,Copacabana,1.0,Copacabana,Copacabana,Rio de Janeiro,22041-010,-22.96888,-43.18975,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,$400.00,$150.00,$0.00,4,1125,103,96.0,1.31,197.0
within a day,81%,Copacabana,57.0,Copacabana,Rio De Janeiro,Rj,22020001,-22.9755,-43.18895,Apartment,Entire home/apt,6,1.0,3.0,3.0,Real Bed,"$1,000.00",$300.00,$100.00,3,90,2,90.0,0.1,648.0
within an hour,100%,,1.0,Ipanema,Rio de Janeiro,Rio de Janeiro,22081-041,-22.984720000000003,-43.19549,Apartment,Entire home/apt,4,2.0,2.0,3.0,Real Bed,"$1,000.00",$200.00,$130.00,2,1125,21,100.0,0.75,351.0
within an hour,100%,,2.0,Copacabana,Copacabana,Rio de Janeiro,22070-000,-22.97715,-43.1891,Apartment,Entire home/apt,8,3.0,2.0,6.0,Real Bed,,$150.00,$150.00,2,1125,66,100.0,2.23,548.0
within a few hours,90%,,3.0,Barra da Tijuca,Jacarepagua,Rio de Janeiro,22711,-22.96963,-43.387570000000004,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,,,$0.00,1,1125,13,94.0,2.47,139.0
,,Leblon,2.0,Leblon,Rio de Janeiro,Rio de Janeiro,22430,-22.97989,-43.22051,Apartment,Private room,4,2.0,1.0,2.0,Real Bed,,,$0.00,1,1125,1,100.0,0.03,100.0
,,,2.0,Recreio dos Bandeirantes,Rio de Janeiro,RJ,22795-465,-23.02802,-43.46991,Apartment,Entire home/apt,6,5.0,4.0,3.0,Real Bed,,,$0.00,1,1125,1,100.0,0.03,1947.0
within an hour,100%,Santa Teresa,1.0,Santa Teresa,Rio de Janeiro,Rio de Janeiro,20240-195,-22.92245,-43.18867,Apartment,Entire home/apt,3,1.0,2.0,2.0,Real Bed,$0.00,$190.00,$49.00,3,1125,13,95.0,0.4,100.0
,,Glória,4.0,Glória,Glória,Rio de Janeiro,20241-150,-22.92087,-43.176790000000004,Bed and breakfast,Private room,2,8.0,1.0,1.0,Real Bed,$0.00,$0.00,$0.00,1,1125,2,40.0,0.09,181.0
within an hour,100%,Copacabana,1.0,Copacabana,Rio de Janeiro,Rio de Janeiro,22070-001,-22.98311,-43.189170000000004,Loft,Entire home/apt,2,1.0,0.0,2.0,Real Bed,$0.00,$100.00,$0.00,3,1125,74,96.0,2.15,131.0
within a few hours,100%,Santa Teresa,3.0,Santa Teresa,Rio de Janeiro,Rio de Janeiro,20241-070,-22.91852,-43.17743,Townhouse,Private room,2,1.5,1.0,1.0,Real Bed,$0.00,$77.00,"$1,158.00",3,365,4,90.0,0.14,166.0
,,Santa Teresa,2.0,Santa Teresa,Santa Teresa,Rio de Janeiro,20240-210,-22.92231,-43.18744,House,Private room,2,1.0,1.0,2.0,Real Bed,,,$0.00,2,30,6,83.0,0.66,151.0
,,Botafogo,1.0,Botafogo,Botafogo,Rio de Janeiro,22290-040,-22.95339,-43.177820000000004,Apartment,Entire home/apt,3,1.0,2.0,2.0,Real Bed,,,$0.00,7,30,3,100.0,0.18,160.0
within an hour,100%,,3.0,Barra da Tijuca,Rio de Janeiro,Rio de Janeiro,22711,-22.96936,-43.38925,Serviced apartment,Entire home/apt,5,2.0,2.0,5.0,Real Bed,"$1,000.00",$120.00,$100.00,5,30,2,100.0,0.08,502.0
within an hour,100%,Copacabana,7.0,Copacabana,Rio de Janeiro,State of Rio de Janeiro,22021010,-22.96219,-43.17408,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,$0.00,$59.00,$25.00,3,180,43,89.0,1.03,85.0
within an hour,100%,Leblon,8.0,Copacabana,Copacabana,Rio de Janeiro,22081-020,-22.986179999999997,-43.19171,Apartment,Entire home/apt,4,2.0,1.0,2.0,Real Bed,$500.00,$140.00,$50.00,2,60,17,99.0,1.72,228.0
within a day,75%,,1.0,Barra da Tijuca,Rio de Janeiro,Rio de Janeiro,22620,-23.00604,-43.3366,Apartment,Entire home/apt,3,2.0,2.0,3.0,Real Bed,,,$0.00,2,30,6,96.0,0.28,452.0
,,Copacabana,1.0,Copacabana,Copacabana,Rio de Janeiro,22031-071,-22.96325,-43.190290000000005,Apartment,Entire home/apt,6,1.0,1.0,1.0,Real Bed,$500.00,$150.00,$0.00,3,1125,1,100.0,0.06,151.0
within an hour,100%,,2.0,Copacabana,Rio de Janeiro,RJ,22020-010,-22.96329,-43.1763,Apartment,Entire home/apt,6,2.0,2.0,3.0,Real Bed,,$150.00,$0.00,4,1125,1,100.0,0.18,205.0
,,Copacabana,1.0,Copacabana,Rio de Janeiro,Rio de Janeiro,22030,-22.96421,-43.18122,Apartment,Entire home/apt,4,2.0,2.0,2.0,Real Bed,,$250.00,$0.00,2,1125,26,96.0,0.72,181.0
,,Botafogo,2.0,Botafogo,Rio de Janeiro,Rio de Janeiro,22251,-22.943070000000002,-43.18293,Apartment,Private room,2,1.0,1.0,2.0,Real Bed,,,$0.00,3,1125,1,100.0,0.02,129.0
within a few hours,100%,Copacabana,2.0,Copacabana,Copacabana,Rio de Janeiro,22051-001,-22.97467,-43.190020000000004,Apartment,Entire home/apt,6,1.5,3.0,4.0,Real Bed,"$1,000.00",$200.00,$100.00,2,1125,3,100.0,0.18,509.0
,,Ipanema,1.0,Ipanema,Rio de Janeiro,Rio de Janeiro,22411-001,-22.98305,-43.20243,Apartment,Entire home/apt,2,2.0,1.0,2.0,Real Bed,$0.00,$46.00,$39.00,4,50,58,97.0,0.76,193.0
,,Vila Isabel,1.0,Vila Isabel,Rio de Janeiro,Rio de Janeiro,20560,-22.91601,-43.24671,House,Private room,2,1.0,1.0,1.0,Real Bed,,,$0.00,2,1125,1,100.0,0.03,234.0
,,Barra da Tijuca,1.0,Barra da Tijuca,Barra da Tijuca,Rio de Janeiro,22793-000,-23.00924,-43.36759,Apartment,Private room,4,2.0,2.0,2.0,Real Bed,$400.00,$150.00,$50.00,1,30,2,100.0,0.12,452.0
within a few hours,89%,Ipanema,12.0,Ipanema,Ipanema,Rio de Janeiro,22420,-22.98019,-43.19771,Loft,Entire home/apt,2,1.0,0.0,2.0,Real Bed,$0.00,$80.00,$0.00,2,1125,3,93.0,0.78,181.0
within an hour,100%,Lapa,6.0,Lapa,Rio de Janeiro,Rio de Janeiro,20231-014,-22.91153,-43.1843,Apartment,Entire home/apt,4,1.0,1.0,4.0,Real Bed,,,$0.00,2,1125,34,90.0,0.99,201.0
within a few hours,100%,,1.0,Maracanã,Rio,Rio de Janeiro,,-22.91461,-43.223490000000005,Apartment,Entire home/apt,6,3.0,2.0,2.0,Real Bed,,,$0.00,2,1125,2,100.0,0.06,849.0
within a day,50%,Copacabana,3.0,Copacabana,Rio de Janeiro,Rio de Janeiro,22040-010,-22.96977,-43.18288,Apartment,Entire home/apt,5,2.0,2.0,6.0,Real Bed,$0.00,$150.00,$0.00,2,15,2,90.0,0.06,1200.0
within a day,86%,,1.0,Humaitá,Rio de Janeiro,RJ,22261-000,-22.95348,-43.19784,Apartment,Entire home/apt,3,1.0,0.0,2.0,Real Bed,,$30.00,$0.00,2,1125,11,98.0,1.0,109.0
within a day,100%,Tijuca,1.0,Tijuca,Tijuca,Rio de Janeiro,20521-020,-22.92514,-43.22598,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,$0.00,$150.00,$0.00,4,1125,2,100.0,0.38,46.0
within a few hours,90%,Ipanema,1.0,Ipanema,Rio de Janeiro,Rio de Janeiro,22081-020,-22.98816,-43.19359,Apartment,Entire home/apt,3,1.5,1.0,2.0,Real Bed,$965.00,$158.00,$58.00,2,89,155,94.0,2.25,347.0
within a few hours,94%,Lagoa,3.0,Lagoa,Rio de Janeiro,Rio de Janeiro,22471-190,-22.96504,-43.198890000000006,House,Private room,4,2.0,1.0,1.0,Real Bed,,$40.00,$50.00,1,60,70,86.0,2.63,100.0
within a few hours,100%,Ipanema,9.0,Ipanema,Rio de Janeiro,Rio de Janeiro,22071-110,-22.9841,-43.19613,Serviced apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,$800.00,$200.00,$30.00,3,1000,9,80.0,0.26,201.0
within a few hours,100%,,1.0,Barra da Tijuca,Barra da Tijuca,Rio de Janeiro,22793-074,-23.00872,-43.3662,Condominium,Entire home/apt,4,2.0,2.0,2.0,Real Bed,$450.00,$100.00,$40.00,1,32,47,98.0,4.95,181.0
,,,1.0,Copacabana,Rio de Janeiro,Rio de Janeiro,22081-032,-22.9839,-43.191520000000004,Apartment,Entire home/apt,8,3.0,4.0,5.0,Real Bed,"$5,000.00",$190.00,$300.00,7,89,2,100.0,0.05,2250.0
within an hour,100%,Leblon,1.0,Leblon,Rio de Janeiro,State of Rio de Janeiro,22441030,-22.982229999999998,-43.22167,Condominium,Entire home/apt,4,3.0,2.0,3.0,Real Bed,$400.00,$150.00,$25.00,2,31,4,100.0,0.97,251.0
within an hour,80%,,1.0,,Pechincha,Rio de Janeiro,22743-051,-22.93001,-43.3344,House,Entire home/apt,5,3.5,2.0,4.0,Real Bed,$0.00,$190.00,$160.00,1,1125,1,100.0,0.19,301.0
,,,1.0,Ipanema,Rio de Janeiro,RJ,22420-004,-22.98528,-43.202870000000004,Apartment,Entire home/apt,8,4.0,4.0,6.0,Real Bed,"$13,887.00",$463.00,$965.00,5,1125,1,100.0,0.18,12934.0
within an hour,100%,Copacabana,20.0,Lagoa,Jardim Botânico,Rio de Janeiro,22470-050,-22.96535,-43.21819,Apartment,Entire home/apt,5,3.5,2.0,2.0,Real Bed,$0.00,$200.00,$0.00,2,1125,4,90.0,0.71,282.0
,,,1.0,Catete,Rio de Janeiro,State of Rio de Janeiro,,-22.9268,-43.178259999999995,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,$0.00,$150.00,$50.00,7,1125,4,93.0,0.12,232.0
within a few hours,94%,Ipanema,8.0,Leblon,Rio De Janeiro,Rio De Janeiro,22430-210,-22.987070000000003,-43.222809999999996,Apartment,Entire home/apt,3,2.0,1.0,2.0,Real Bed,$0.00,$200.00,$0.00,3,1125,19,94.0,0.71,401.0
within a few hours,100%,,15.0,Barra da Tijuca,Jacarepagua,Rio de Janeiro,22711,-22.9688,-43.38823,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"$1,000.00",$150.00,$80.00,3,1125,1,100.0,0.06,199.0
within a day,100%,Botafogo,1.0,Botafogo,Rio de Janeiro,Rio de Janeiro,22280-020,-22.95279,-43.18728,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,,,$0.00,3,1125,36,94.0,0.68,154.0
within an hour,100%,Barra da Tijuca,3.0,Flamengo,Rio,Rio de Janeiro,22250,-22.93856,-43.174170000000004,Apartment,Entire home/apt,4,1.0,1.0,3.0,Real Bed,$633.00,$262.00,$0.00,4,1125,14,94.0,0.22,197.0
within a day,100%,Recreio dos Bandeirantes,1.0,Recreio dos Bandeirantes,Recreio dos Bandeirantes,Rio de Janeiro,22640-100,-23.0205,-43.47699,Apartment,Entire home/apt,5,2.5,4.0,4.0,Real Bed,$0.00,$150.00,$50.00,1,1125,21,94.0,2.32,131.0
within an hour,100%,Leblon,1.0,Leblon,Rio de Janeiro,Rio de Janeiro,22430-190,-22.981270000000002,-43.22204,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,$750.00,$120.00,$0.00,1,1125,56,91.0,1.09,104.0
,,Lapa,1.0,Santa Teresa,Rio de Janeiro,Rio de Janeiro,20230-080,-22.91621,-43.18206,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,$500.00,$200.00,$50.00,2,1125,3,100.0,0.07,100.0
within an hour,92%,Barra da Tijuca,22.0,Barra da Tijuca,Camorim,Rio de Janeiro,22783-145,-22.97475,-43.41471,Serviced apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,$600.00,$150.00,$82.00,2,30,1,80.0,0.39,189.0
within an hour,100%,Copacabana,2.0,Copacabana,Rio,Rio de Janeiro,22011-040,-22.96295,-43.17564,Apartment,Entire home/apt,3,1.0,1.0,3.0,Real Bed,$500.00,$150.00,$40.00,3,1125,69,91.0,1.09,100.0
within a day,90%,,2.0,Barra da Tijuca,Rio de Janeiro,RJ,22630-010,-23.0083,-43.32532,Hotel,Private room,3,1.0,0.0,2.0,Real Bed,"$1,930.00",$54.00,$96.00,2,1125,5,84.0,0.68,232.0
a few days or more,0%,,1.0,Copacabana,Rio de Janeiro,Rio de Janeiro,22011,-22.96228,-43.17568,Aparthotel,Private room,2,1.0,1.0,1.0,Real Bed,"$1,000.00",$180.00,$150.00,2,1125,15,90.0,0.36,220.0
,,,1.0,Copacabana,Rio de Janeiro,Rio de Janeiro,,-22.9858,-43.18912,Apartment,Entire home/apt,7,3.0,3.0,4.0,Real Bed,$500.00,$150.00,$50.00,5,1125,5,95.0,0.37,798.0
,,Botafogo,2.0,Botafogo,Rio de Janeiro,Rio de Janeiro,22281-080,-22.95859,-43.19569,Condominium,Entire home/apt,4,2.0,1.0,2.0,Real Bed,$430.00,$195.00,$0.00,28,1125,39,93.0,0.93,195.0
within a day,100%,,1.0,Leme,Rio,Rio de Janeiro,22011-010,-22.96475,-43.17275,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,"$1,158.00",$154.00,$77.00,1,365,11,93.0,0.18,251.0
within an hour,94%,Copacabana,7.0,Copacabana,Copacabana,Rio de Janeiro,22060-020,-22.97566,-43.191790000000005,Apartment,Entire home/apt,5,1.5,1.0,4.0,Real Bed,$0.00,$100.00,$20.00,2,180,3,100.0,0.26,174.0
within a day,60%,Copacabana,2.0,Copacabana,Rio de Janeiro,Rio de Janeiro,22050-030,-22.97429,-43.18919,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,$926.00,$93.00,$39.00,3,30,4,95.0,0.05,181.0
,,Copacabana,1.0,Copacabana,Rio de Janeiro,Rio de Janeiro,22020-001,-22.97348,-43.18849,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,,$120.00,$0.00,7,15,3,100.0,0.07,401.0
,,Maracanã,1.0,Maracanã,Rio de Janeiro,Rio de Janeiro,20270-270,-22.91742,-43.21728,Apartment,Entire home/apt,2,2.0,1.0,1.0,Real Bed,,$150.00,$50.00,1,1125,1,100.0,0.02,249.0
